company_name,order_id,order_date,ship_date,shipping_type,product,sales,profit,shipping_cost,year
Fusion Energy,02f-6149,08/04/2020,08/04/2020,Same Day,Cleaning Supplies,35,22.99,99.04,2020
Fusion Energy,d33-a877,08/04/2020,08/04/2020,Same Day,Greases,31,271.81,32.22,2020
Fusion Energy,440-5c43,08/04/2020,08/06/2020,Express,Rubber,211,277.38,14.12,2020
Bitterroot Wood Studio,221-5c7d,08/04/2020,08/04/2020,Same Day,Chairs,146,296.0,53.16,2020
Bitterroot Wood Studio,d06-a8fa,08/04/2020,08/04/2020,Same Day,Tables,180,267.23,93.57,2020
Bitterroot Wood Studio,a2a-c0bc,08/04/2020,08/04/2020,Same Day,Bedframes,101,170.9,76.29,2020
Bitterroot Wood Studio,1cf-68ce,08/04/2020,08/04/2020,Same Day,Bookcases,198,289.38,62.15,2020
Bitterroot Wood Studio,a72-7874,08/04/2020,08/06/2020,Express,Cabinets,298,294.25,27.03,2020
Echo,46b-179a,08/04/2020,08/04/2020,Same Day,accessories,252,216.8,83.3,2020
Echo,5ce-01a0,08/04/2020,08/06/2020,Express,phones,51,143.21,80.17,2020
Echo,d6e-3931,08/04/2020,08/04/2020,Same Day,computers,288,194.47,33.73,2020
Echo,8cb-fb23,08/04/2020,08/10/2020,Standard,tablets,27,126.26,95.49,2020
Echo,e3e-1a30,08/04/2020,08/11/2020,Standard,washers,156,31.72,34.92,2020
Echo,e66-cc32,08/04/2020,08/08/2020,Standard,dryers,83,120.85,52.54,2020
Echo,4b5-7e33,08/04/2020,08/06/2020,Express,car radios,54,245.57,24.23,2020
Apex Corporation,5c0-ef68,08/07/2020,08/13/2020,Standard,accessories,300,142.81,14.4,2020
Apex Corporation,2d5-3e3a,08/07/2020,08/09/2020,Express,phones,103,273.19,89.36,2020
Apex Corporation,da8-e501,08/07/2020,08/09/2020,Express,computers,217,254.64,36.12,2020
Apex Corporation,775-61cc,08/07/2020,08/09/2020,Express,tablets,193,241.53,29.63,2020
Apex Corporation,d43-fe2a,08/07/2020,08/09/2020,Express,televisions,92,262.06,54.12,2020
Maritime Data,37c-cf93,08/07/2020,08/07/2020,Same Day,Cloud Service,18,116.95,90.45,2020
Maritime Data,dc4-7b73,08/07/2020,08/07/2020,Same Day,Banking platform,215,198.52,52.15,2020
Maritime Data,33b-2262,08/07/2020,08/09/2020,Express,Business Analytics,159,122.44,50.64,2020
Maritime Data,36f-2a57,08/07/2020,08/14/2020,Standard,Database Security,248,34.23,63.95,2020
Maritime Data,a2c-8b95,08/07/2020,08/07/2020,Same Day,GPU Software,64,60.69,30.15,2020
Maritime Data,7c0-cd7a,08/07/2020,08/11/2020,Standard,Workforce Scheduling,110,105.27,68.66,2020
Fusion Energy,dfa-d274,08/07/2020,08/07/2020,Same Day,Combustion Fluids,123,283.32,53.97,2020
Fusion Energy,2e4-4775,08/07/2020,08/13/2020,Standard,Cleaning Supplies,53,264.96,37.83,2020
Fusion Energy,a1b-f8af,08/07/2020,08/09/2020,Express,Greases,128,227.25,27.48,2020
Fusion Energy,df7-1781,08/07/2020,08/13/2020,Standard,Rubber,189,92.68,83.5,2020
Bitterroot Wood Studio,6c1-cdc5,08/07/2020,08/09/2020,Express,Chairs,71,273.5,83.8,2020
Bitterroot Wood Studio,4a2-f459,08/07/2020,08/07/2020,Same Day,Tables,35,145.4,56.49,2020
Bitterroot Wood Studio,aef-617f,08/07/2020,08/09/2020,Express,Bedframes,126,155.97,21.97,2020
Bitterroot Wood Studio,b21-1180,08/07/2020,08/09/2020,Express,Bookcases,151,269.5,59.04,2020
Bitterroot Wood Studio,0bb-2486,08/07/2020,08/07/2020,Same Day,Cabinets,17,76.42,60.55,2020
Echo,07c-81e6,08/07/2020,08/12/2020,Standard,accessories,183,65.04,38.97,2020
Echo,dd8-edfe,08/07/2020,08/14/2020,Standard,phones,165,204.98,95.34,2020
Echo,14e-d923,08/07/2020,08/09/2020,Express,computers,140,75.51,22.46,2020
Echo,bfd-a468,08/07/2020,08/07/2020,Same Day,tablets,236,177.92,87.25,2020
Echo,a9d-8395,08/07/2020,08/07/2020,Same Day,washers,183,172.91,43.55,2020
Echo,832-4470,08/07/2020,08/07/2020,Same Day,dryers,121,165.69,43.91,2020
Echo,be7-d25b,08/07/2020,08/09/2020,Express,car radios,15,36.69,41.62,2020
Apex Corporation,55a-6a99,08/08/2020,08/13/2020,Standard,accessories,136,202.55,38.19,2020
Apex Corporation,f73-c67a,08/08/2020,08/08/2020,Same Day,phones,170,34.51,90.06,2020
Apex Corporation,4b0-d308,08/08/2020,08/10/2020,Express,computers,39,149.55,75.43,2020
Apex Corporation,c8b-a62e,08/08/2020,08/13/2020,Standard,tablets,230,186.9,13.06,2020
Apex Corporation,b0e-0bc6,08/08/2020,08/08/2020,Same Day,televisions,236,287.49,66.2,2020
Maritime Data,6ae-d64a,08/08/2020,08/10/2020,Express,Cloud Service,220,286.58,84.98,2020
Maritime Data,9c7-63b0,08/08/2020,08/10/2020,Express,Banking platform,298,234.45,68.7,2020
Maritime Data,ece-9afd,08/08/2020,08/14/2020,Standard,Business Analytics,53,227.65,68.51,2020
Maritime Data,08e-7264,08/08/2020,08/13/2020,Standard,Database Security,197,61.59,61.62,2020
Maritime Data,2f7-00bd,08/08/2020,08/10/2020,Express,GPU Software,242,189.82,71.07,2020
Maritime Data,f4c-4bac,08/08/2020,08/10/2020,Express,Workforce Scheduling,232,254.82,68.54,2020
Fusion Energy,291-5e31,08/08/2020,08/08/2020,Same Day,Combustion Fluids,79,89.32,76.82,2020
Fusion Energy,f44-9b5a,08/08/2020,08/13/2020,Standard,Cleaning Supplies,138,51.78,75.02,2020
Fusion Energy,766-3301,08/08/2020,08/13/2020,Standard,Greases,41,73.6,24.46,2020
Fusion Energy,268-85de,08/08/2020,08/10/2020,Express,Rubber,95,65.27,63.5,2020
Bitterroot Wood Studio,f8f-3c50,08/08/2020,08/14/2020,Standard,Chairs,255,271.35,79.08,2020
Bitterroot Wood Studio,bf5-95ba,08/08/2020,08/10/2020,Express,Tables,70,296.79,12.45,2020
Bitterroot Wood Studio,b39-cc52,08/08/2020,08/14/2020,Standard,Bedframes,278,163.01,80.81,2020
Bitterroot Wood Studio,c65-77ca,08/08/2020,08/14/2020,Standard,Bookcases,196,219.43,64.52,2020
Bitterroot Wood Studio,fa9-698e,08/08/2020,08/08/2020,Same Day,Cabinets,62,212.0,72.2,2020
Echo,dcf-a83a,08/08/2020,08/14/2020,Standard,accessories,58,219.72,67.45,2020
Echo,c35-b8a8,08/08/2020,08/10/2020,Express,phones,217,56.66,46.52,2020
Echo,7f5-84d3,08/08/2020,08/08/2020,Same Day,computers,210,216.94,47.82,2020
Echo,1bf-214f,08/08/2020,08/08/2020,Same Day,tablets,220,57.7,46.82,2020
Echo,bc6-0e43,08/08/2020,08/13/2020,Standard,washers,69,116.71,39.19,2020
Echo,163-9be5,08/08/2020,08/08/2020,Same Day,dryers,108,153.99,43.6,2020
Echo,8a2-e2fe,08/08/2020,08/14/2020,Standard,car radios,75,283.39,85.95,2020
Apex Corporation,f3b-c499,08/11/2020,08/11/2020,Same Day,accessories,81,254.82,48.2,2020
Apex Corporation,c2d-c441,08/11/2020,08/17/2020,Standard,phones,57,86.98,40.05,2020
Apex Corporation,a51-98dd,08/11/2020,08/13/2020,Express,computers,167,101.84,99.57,2020
Apex Corporation,777-c307,08/11/2020,08/13/2020,Express,tablets,137,162.24,32.19,2020
Apex Corporation,e6e-2f39,08/11/2020,08/13/2020,Express,televisions,67,82.69,84.37,2020
Maritime Data,a4e-4417,08/11/2020,08/13/2020,Express,Cloud Service,103,104.92,13.22,2020
Maritime Data,742-f0ac,08/11/2020,08/13/2020,Express,Banking platform,200,75.67,21.08,2020
Maritime Data,4bb-db27,08/11/2020,08/17/2020,Standard,Business Analytics,63,297.51,33.52,2020
Maritime Data,112-1cac,08/11/2020,08/13/2020,Express,Database Security,185,113.55,82.53,2020
Maritime Data,de5-31d5,08/11/2020,08/13/2020,Express,GPU Software,136,141.87,49.1,2020
Maritime Data,67f-5c4d,08/11/2020,08/11/2020,Same Day,Workforce Scheduling,237,203.72,20.05,2020
Fusion Energy,14d-1249,08/11/2020,08/15/2020,Standard,Combustion Fluids,61,145.97,89.36,2020
Fusion Energy,72b-1199,08/11/2020,08/17/2020,Standard,Cleaning Supplies,52,220.54,77.92,2020
Fusion Energy,420-2c97,08/11/2020,08/15/2020,Standard,Greases,79,262.34,95.52,2020
Fusion Energy,006-66e1,08/11/2020,08/11/2020,Same Day,Rubber,291,130.29,14.88,2020
Bitterroot Wood Studio,6f5-2872,08/11/2020,08/11/2020,Same Day,Chairs,16,116.01,77.74,2020
Bitterroot Wood Studio,4ce-08e2,08/11/2020,08/18/2020,Standard,Tables,290,85.29,97.36,2020
Bitterroot Wood Studio,4e4-da37,08/11/2020,08/13/2020,Express,Bedframes,35,211.41,55.09,2020
Bitterroot Wood Studio,53b-670d,08/11/2020,08/13/2020,Express,Bookcases,191,162.27,90.96,2020
Bitterroot Wood Studio,491-16ff,08/11/2020,08/17/2020,Standard,Cabinets,283,88.41,37.3,2020
Echo,765-e97b,08/11/2020,08/15/2020,Standard,accessories,130,105.07,60.69,2020
Echo,d8b-ef12,08/11/2020,08/13/2020,Express,phones,297,169.65,76.08,2020
Echo,1be-5488,08/11/2020,08/11/2020,Same Day,computers,45,254.49,41.51,2020
Echo,4b4-39aa,08/11/2020,08/11/2020,Same Day,tablets,180,25.98,78.08,2020
Echo,8ee-9b77,08/11/2020,08/11/2020,Same Day,washers,112,208.23,11.87,2020
Echo,81b-931d,08/11/2020,08/11/2020,Same Day,dryers,33,53.98,93.6,2020
Echo,734-df0d,08/11/2020,08/17/2020,Standard,car radios,295,238.9,22.64,2020
Apex Corporation,cfa-d4d9,08/12/2020,08/18/2020,Standard,accessories,283,275.68,94.49,2020
Apex Corporation,30d-db2c,08/12/2020,08/14/2020,Express,phones,287,293.59,47.9,2020
Apex Corporation,093-765e,08/12/2020,08/12/2020,Same Day,computers,236,137.59,68.47,2020
Apex Corporation,a29-bd80,08/12/2020,08/12/2020,Same Day,tablets,151,127.73,39.26,2020
Apex Corporation,17c-75c2,08/12/2020,08/12/2020,Same Day,televisions,10,41.01,69.9,2020
Maritime Data,b02-44fd,08/12/2020,08/17/2020,Standard,Cloud Service,290,268.2,42.1,2020
Maritime Data,3ab-34c4,08/12/2020,08/12/2020,Same Day,Banking platform,273,67.04,17.5,2020
Maritime Data,e7b-d65f,08/12/2020,08/17/2020,Standard,Business Analytics,207,125.83,38.77,2020
Maritime Data,8d7-fa5d,08/12/2020,08/14/2020,Express,Database Security,77,39.68,50.65,2020
Maritime Data,462-4c7c,08/12/2020,08/18/2020,Standard,GPU Software,33,231.32,59.41,2020
Maritime Data,d48-2e27,08/12/2020,08/14/2020,Express,Workforce Scheduling,171,294.9,61.51,2020
Fusion Energy,3fc-5d96,08/12/2020,08/18/2020,Standard,Combustion Fluids,124,46.42,92.77,2020
Fusion Energy,8f2-63fe,08/12/2020,08/18/2020,Standard,Cleaning Supplies,142,168.66,34.92,2020
Fusion Energy,6e0-20eb,08/12/2020,08/14/2020,Express,Greases,152,23.73,31.81,2020
Fusion Energy,628-b8ba,08/12/2020,08/17/2020,Standard,Rubber,177,290.85,79.34,2020
Bitterroot Wood Studio,6f9-cfcb,08/12/2020,08/17/2020,Standard,Chairs,80,99.84,66.97,2020
Bitterroot Wood Studio,e5d-5c95,08/12/2020,08/14/2020,Express,Tables,243,72.37,12.0,2020
Bitterroot Wood Studio,ea2-2bbf,08/12/2020,08/14/2020,Express,Bedframes,17,163.38,38.76,2020
Bitterroot Wood Studio,72f-80bb,08/12/2020,08/14/2020,Express,Bookcases,106,233.54,58.94,2020
Bitterroot Wood Studio,f3b-1102,08/12/2020,08/14/2020,Express,Cabinets,293,87.1,25.2,2020
Echo,66c-b6dd,08/12/2020,08/12/2020,Same Day,accessories,252,23.81,66.77,2020
Echo,b90-a246,08/12/2020,08/17/2020,Standard,phones,195,246.34,72.96,2020
Echo,3a7-df2c,08/12/2020,08/14/2020,Express,computers,269,118.9,65.09,2020
Echo,b0b-286e,08/12/2020,08/17/2020,Standard,tablets,219,220.43,83.43,2020
Echo,896-7755,08/12/2020,08/17/2020,Standard,washers,100,189.43,42.57,2020
Echo,8e7-ac15,08/12/2020,08/19/2020,Standard,dryers,35,210.55,58.63,2020
Echo,eca-f215,08/12/2020,08/19/2020,Standard,car radios,32,64.59,34.83,2020
Apex Corporation,4e1-834e,08/15/2020,08/22/2020,Standard,accessories,266,129.23,59.14,2020
Apex Corporation,622-147e,08/15/2020,08/17/2020,Express,phones,296,36.72,56.6,2020
Apex Corporation,367-6143,08/15/2020,08/15/2020,Same Day,computers,272,206.78,27.14,2020
Apex Corporation,4b8-f1b3,08/15/2020,08/15/2020,Same Day,tablets,281,195.13,95.27,2020
Apex Corporation,4a8-30cb,08/15/2020,08/22/2020,Standard,televisions,283,20.21,67.9,2020
Maritime Data,a66-ad51,08/15/2020,08/15/2020,Same Day,Cloud Service,52,178.0,68.96,2020
Maritime Data,bc4-c6c6,08/15/2020,08/17/2020,Express,Banking platform,169,188.75,87.74,2020
Maritime Data,014-bc61,08/15/2020,08/15/2020,Same Day,Business Analytics,300,235.37,51.53,2020
Maritime Data,c34-d3c6,08/15/2020,08/19/2020,Standard,Database Security,222,47.02,12.83,2020
Maritime Data,6af-f2f8,08/15/2020,08/17/2020,Express,GPU Software,87,259.24,17.46,2020
Maritime Data,32d-3b1e,08/15/2020,08/17/2020,Express,Workforce Scheduling,222,114.89,64.64,2020
Fusion Energy,b57-43e9,08/15/2020,08/20/2020,Standard,Combustion Fluids,247,149.94,76.35,2020
Fusion Energy,7ed-3f0f,08/15/2020,08/17/2020,Express,Cleaning Supplies,111,172.38,55.76,2020
Fusion Energy,0af-6b03,08/15/2020,08/15/2020,Same Day,Greases,101,98.63,78.22,2020
Fusion Energy,ee8-837d,08/15/2020,08/22/2020,Standard,Rubber,151,44.86,70.29,2020
Bitterroot Wood Studio,7b0-9ee8,08/15/2020,08/15/2020,Same Day,Chairs,71,245.54,53.45,2020
Bitterroot Wood Studio,1fa-5dcd,08/15/2020,08/17/2020,Express,Tables,234,210.88,62.4,2020
Bitterroot Wood Studio,5cd-706a,08/15/2020,08/17/2020,Express,Bedframes,234,253.69,77.47,2020
Bitterroot Wood Studio,a11-b6af,08/15/2020,08/17/2020,Express,Bookcases,223,293.41,13.11,2020
Bitterroot Wood Studio,113-6857,08/15/2020,08/20/2020,Standard,Cabinets,128,160.83,92.91,2020
Echo,c06-06cc,08/15/2020,08/15/2020,Same Day,accessories,218,50.69,25.61,2020
Echo,a62-7c42,08/15/2020,08/20/2020,Standard,phones,256,293.18,92.4,2020
Echo,a50-adcb,08/15/2020,08/15/2020,Same Day,computers,243,102.66,85.63,2020
Echo,636-cf86,08/15/2020,08/15/2020,Same Day,tablets,258,258.04,72.97,2020
Echo,763-3c4c,08/15/2020,08/21/2020,Standard,washers,231,277.19,42.89,2020
Echo,54e-065d,08/15/2020,08/17/2020,Express,dryers,135,56.86,72.62,2020
Echo,5ff-d4d5,08/15/2020,08/15/2020,Same Day,car radios,74,85.5,62.04,2020
Apex Corporation,ec2-95ae,08/17/2020,08/19/2020,Express,accessories,224,184.5,29.42,2020
Apex Corporation,817-2635,08/17/2020,08/21/2020,Standard,phones,36,140.27,83.28,2020
Apex Corporation,f27-cdc7,08/17/2020,08/17/2020,Same Day,computers,77,284.22,65.88,2020
Apex Corporation,cd8-1ad1,08/17/2020,08/17/2020,Same Day,tablets,220,209.88,11.51,2020
Apex Corporation,4b8-d94d,08/17/2020,08/24/2020,Standard,televisions,130,135.2,59.31,2020
Maritime Data,9c0-cf54,08/17/2020,08/17/2020,Same Day,Cloud Service,140,197.74,24.77,2020
Maritime Data,743-5289,08/17/2020,08/17/2020,Same Day,Banking platform,275,63.23,46.41,2020
Maritime Data,46c-0ac0,08/17/2020,08/19/2020,Express,Business Analytics,112,61.6,45.07,2020
Maritime Data,ec2-3491,08/17/2020,08/22/2020,Standard,Database Security,221,98.06,79.21,2020
Maritime Data,42a-d939,08/17/2020,08/19/2020,Express,GPU Software,125,152.38,80.12,2020
Maritime Data,a81-e60e,08/17/2020,08/19/2020,Express,Workforce Scheduling,115,284.9,11.77,2020
Fusion Energy,aed-c2ff,08/17/2020,08/17/2020,Same Day,Combustion Fluids,181,68.67,21.47,2020
Fusion Energy,96c-caf5,08/17/2020,08/17/2020,Same Day,Cleaning Supplies,25,110.07,45.53,2020
Fusion Energy,aaf-bb7d,08/17/2020,08/19/2020,Express,Greases,52,226.03,35.32,2020
Fusion Energy,810-0334,08/17/2020,08/17/2020,Same Day,Rubber,140,95.15,34.06,2020
Bitterroot Wood Studio,d66-6c34,08/17/2020,08/19/2020,Express,Chairs,159,66.47,24.44,2020
Bitterroot Wood Studio,2e6-ef1a,08/17/2020,08/19/2020,Express,Tables,69,261.32,56.08,2020
Bitterroot Wood Studio,6ce-9aed,08/17/2020,08/21/2020,Standard,Bedframes,13,188.29,98.5,2020
Bitterroot Wood Studio,47b-f4b3,08/17/2020,08/22/2020,Standard,Bookcases,296,223.29,93.87,2020
Bitterroot Wood Studio,661-1cea,08/17/2020,08/17/2020,Same Day,Cabinets,75,247.37,25.75,2020
Echo,430-9448,08/17/2020,08/21/2020,Standard,accessories,128,119.08,35.82,2020
Echo,34b-fd95,08/17/2020,08/17/2020,Same Day,phones,32,86.31,39.0,2020
Echo,eb4-a095,08/17/2020,08/17/2020,Same Day,computers,58,274.98,72.23,2020
Echo,caf-7b1b,08/17/2020,08/19/2020,Express,tablets,193,285.28,15.0,2020
Echo,2a0-5d72,08/17/2020,08/17/2020,Same Day,washers,235,96.23,92.55,2020
Echo,c9b-61d3,08/17/2020,08/22/2020,Standard,dryers,98,37.03,52.8,2020
Echo,7dc-25f3,08/17/2020,08/17/2020,Same Day,car radios,246,273.4,98.03,2020
Apex Corporation,831-6ac3,08/18/2020,08/18/2020,Same Day,accessories,249,36.44,95.24,2020
Apex Corporation,333-0b4b,08/18/2020,08/24/2020,Standard,phones,180,123.8,77.62,2020
Apex Corporation,9fb-fa0f,08/18/2020,08/20/2020,Express,computers,283,286.32,91.58,2020
Apex Corporation,6e1-31ae,08/18/2020,08/18/2020,Same Day,tablets,87,235.29,56.38,2020
Apex Corporation,f0f-55cc,08/18/2020,08/20/2020,Express,televisions,121,264.27,20.36,2020
Maritime Data,b86-6d6c,08/18/2020,08/18/2020,Same Day,Cloud Service,40,173.9,83.92,2020
Maritime Data,d3a-a506,08/18/2020,08/20/2020,Express,Banking platform,273,291.86,18.88,2020
Maritime Data,825-09fc,08/18/2020,08/24/2020,Standard,Business Analytics,44,127.35,15.18,2020
Maritime Data,d4c-99f7,08/18/2020,08/20/2020,Express,Database Security,152,54.89,44.33,2020
Maritime Data,833-f75c,08/18/2020,08/20/2020,Express,GPU Software,292,231.46,95.03,2020
Maritime Data,0d8-882b,08/18/2020,08/20/2020,Express,Workforce Scheduling,95,76.06,10.52,2020
Fusion Energy,a07-5a21,08/18/2020,08/24/2020,Standard,Combustion Fluids,71,25.73,17.38,2020
Fusion Energy,37b-867e,08/18/2020,08/18/2020,Same Day,Cleaning Supplies,291,226.93,27.45,2020
Fusion Energy,073-afca,08/18/2020,08/18/2020,Same Day,Greases,29,232.03,39.3,2020
Fusion Energy,0df-0ff3,08/18/2020,08/18/2020,Same Day,Rubber,33,111.57,25.64,2020
Bitterroot Wood Studio,627-3544,08/18/2020,08/24/2020,Standard,Chairs,29,195.9,63.52,2020
Bitterroot Wood Studio,cd0-740a,08/18/2020,08/20/2020,Express,Tables,232,106.22,99.17,2020
Bitterroot Wood Studio,080-a5b8,08/18/2020,08/20/2020,Express,Bedframes,294,178.84,67.43,2020
Bitterroot Wood Studio,8ee-13d4,08/18/2020,08/20/2020,Express,Bookcases,89,124.13,74.4,2020
Bitterroot Wood Studio,ccc-df5d,08/18/2020,08/22/2020,Standard,Cabinets,47,272.39,78.62,2020
Echo,35e-b46e,08/18/2020,08/18/2020,Same Day,accessories,219,81.57,43.4,2020
Echo,ec7-8e1a,08/18/2020,08/20/2020,Express,phones,175,279.16,95.33,2020
Echo,f93-00e3,08/18/2020,08/20/2020,Express,computers,215,82.94,93.3,2020
Echo,0d0-a7da,08/18/2020,08/20/2020,Express,tablets,32,53.61,86.56,2020
Echo,8fb-588d,08/18/2020,08/18/2020,Same Day,washers,157,285.62,99.44,2020
Echo,ef3-066d,08/18/2020,08/18/2020,Same Day,dryers,278,56.21,36.73,2020
Echo,9ad-0f9a,08/18/2020,08/18/2020,Same Day,car radios,233,289.58,67.17,2020
Apex Corporation,334-bd99,08/19/2020,08/21/2020,Express,accessories,41,192.87,43.94,2020
Apex Corporation,839-5598,08/19/2020,08/19/2020,Same Day,phones,18,89.1,65.2,2020
Apex Corporation,c9d-77c0,08/19/2020,08/26/2020,Standard,computers,155,259.01,65.27,2020
Apex Corporation,3d6-24ab,08/19/2020,08/19/2020,Same Day,tablets,137,67.97,47.03,2020
Apex Corporation,f26-339c,08/19/2020,08/21/2020,Express,televisions,71,150.91,46.61,2020
Maritime Data,4f2-d77c,08/19/2020,08/26/2020,Standard,Cloud Service,45,285.1,55.52,2020
Maritime Data,79a-f993,08/19/2020,08/19/2020,Same Day,Banking platform,280,30.76,57.89,2020
Maritime Data,14c-ccd6,08/19/2020,08/24/2020,Standard,Business Analytics,66,216.88,23.75,2020
Maritime Data,566-9d2b,08/19/2020,08/24/2020,Standard,Database Security,125,46.53,55.26,2020
Maritime Data,0cb-56ab,08/19/2020,08/21/2020,Express,GPU Software,197,82.64,41.95,2020
Maritime Data,9de-5024,08/19/2020,08/21/2020,Express,Workforce Scheduling,111,270.09,21.0,2020
Fusion Energy,2b5-90fb,08/19/2020,08/19/2020,Same Day,Combustion Fluids,253,107.78,23.73,2020
Fusion Energy,6a2-d5dc,08/19/2020,08/26/2020,Standard,Cleaning Supplies,241,298.53,45.8,2020
Fusion Energy,d99-0234,08/19/2020,08/19/2020,Same Day,Greases,177,276.44,26.03,2020
Fusion Energy,621-f058,08/19/2020,08/25/2020,Standard,Rubber,228,292.31,90.1,2020
Bitterroot Wood Studio,f08-eb97,08/19/2020,08/24/2020,Standard,Chairs,286,282.23,92.65,2020
Bitterroot Wood Studio,8aa-040e,08/19/2020,08/24/2020,Standard,Tables,46,212.87,60.09,2020
Bitterroot Wood Studio,e82-b7a6,08/19/2020,08/21/2020,Express,Bedframes,195,234.82,38.67,2020
Bitterroot Wood Studio,a18-f6e5,08/19/2020,08/21/2020,Express,Bookcases,124,208.67,47.9,2020
Bitterroot Wood Studio,445-ac19,08/19/2020,08/25/2020,Standard,Cabinets,207,124.58,42.23,2020
Echo,5f8-0ec8,08/19/2020,08/21/2020,Express,accessories,211,166.06,18.91,2020
Echo,012-1741,08/19/2020,08/26/2020,Standard,phones,226,289.08,68.52,2020
Echo,7d9-a0bd,08/19/2020,08/21/2020,Express,computers,213,38.9,87.77,2020
Echo,a8c-6df0,08/19/2020,08/21/2020,Express,tablets,40,89.1,43.5,2020
Echo,76d-6052,08/19/2020,08/21/2020,Express,washers,296,292.32,31.22,2020
Echo,7d5-fdf8,08/19/2020,08/25/2020,Standard,dryers,272,158.14,16.41,2020
Echo,821-583c,08/19/2020,08/21/2020,Express,car radios,195,38.01,72.12,2020
Apex Corporation,f2a-f586,08/21/2020,08/23/2020,Express,accessories,249,101.34,70.71,2020
Apex Corporation,298-52b4,08/21/2020,08/21/2020,Same Day,phones,245,66.41,29.15,2020
Apex Corporation,008-0a48,08/21/2020,08/27/2020,Standard,computers,80,243.18,84.31,2020
Apex Corporation,3a6-cf7e,08/21/2020,08/21/2020,Same Day,tablets,110,158.07,41.85,2020
Apex Corporation,e62-fa5e,08/21/2020,08/26/2020,Standard,televisions,203,178.73,81.5,2020
Maritime Data,6cb-5333,08/21/2020,08/26/2020,Standard,Cloud Service,23,213.61,26.0,2020
Maritime Data,7d5-f19e,08/21/2020,08/21/2020,Same Day,Banking platform,29,234.64,46.3,2020
Maritime Data,a63-e204,08/21/2020,08/21/2020,Same Day,Business Analytics,245,202.2,63.69,2020
Maritime Data,b34-a5be,08/21/2020,08/23/2020,Express,Database Security,121,152.17,34.05,2020
Maritime Data,d61-f1a1,08/21/2020,08/25/2020,Standard,GPU Software,167,260.04,59.98,2020
Maritime Data,66a-dc9b,08/21/2020,08/28/2020,Standard,Workforce Scheduling,167,92.08,12.2,2020
Fusion Energy,7f9-8947,08/21/2020,08/27/2020,Standard,Combustion Fluids,195,61.38,66.93,2020
Fusion Energy,529-7c1b,08/21/2020,08/21/2020,Same Day,Cleaning Supplies,208,260.33,21.14,2020
Fusion Energy,17f-7d0a,08/21/2020,08/23/2020,Express,Greases,290,128.11,85.39,2020
Fusion Energy,430-628b,08/21/2020,08/23/2020,Express,Rubber,21,286.11,37.51,2020
Bitterroot Wood Studio,5be-76d8,08/21/2020,08/28/2020,Standard,Chairs,123,105.56,78.59,2020
Bitterroot Wood Studio,2ee-bdc2,08/21/2020,08/21/2020,Same Day,Tables,286,222.05,19.22,2020
